Tumor_Sample_Barcode	signature	weights	short_histology	experimental_strategy	num_mutations	genome_size	mut_per_mb
BS_3BMGF6GN	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_ERFMPQN3	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_58X7SKJS	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_F064HMTP	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_RG6JK7ZN	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_EPM623G4	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_YB99Q6TN	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_PKZ1HWNB	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_MW63FCZC	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_1S5V7WWC	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_AYPBAHJ6	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_KY1CTGJ3	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_872Q3FK2	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_PPY0EWPG	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_CZRA594T	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_B9QP40ER	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_W2QCHQ7E	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_68TZMZH1	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_JB3J82ZK	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_KXGJ1HMG	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_C2NH5FDT	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_KHSYAB3J	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_KAD49R68	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_96S0VQBN	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_79NQJZ09	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_P8WN8XEQ	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_79SYEHY3	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_J4E9SW51	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_HM5GFJN8	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_R1G6SG0K	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_E5H6CFYT	Signature.2	0	HGAT	WGS	0	3088286401	0
